Monthly,Product_ID,Staples_Final_Price,Amz_Final_Price,Google_Visits,Google_Revenue,Google_Order,Google_Unique_Visitors,Google_OCPVisit,Google_OCPVisitor,SC_Visits,SC_Revenue,SC_Order,SC_Unique_Visitors,SC_OCPVisit,SC_OCPVisitor,Direct_Visits,Direct_Revenue,Direct_Order,Direct_Unique_Visitors,Direct_OCPVisit,Direct_OCPVisitor,OA_Visits,OA_Revenue,OA_Orders,OA_Uniq_Visitor,OA_OCPVisit,OA_OCPVisitor,Monthly.1,Goog_Per_Visit,Dir_Per_Visit,Per_Visit_Diff,Loyalty,Conversion,Price_Comp,Loyalty_Cat,Conversion_Cat,Price_Comp_Cat
01-03-2015,117044,29.99,21.69,142,2003.33,43,136,0.3,0.32,0,0,0,0,0,0,322,7307.05,148,305,0.46,0.49,464,9310.38,191,441,0.41,0.43,01-03-2015,0.31,0.69,0.38,0.69,0.43,1.38,LOW,HIGH,HIGH
01-04-2015,117044,29.99,21.69,152,2274.74,41,145,0.27,0.28,0,0,0,0,0,0,362,7125.61,164,340,0.45,0.48,514,9400.35,205,485,0.4,0.42,01-04-2015,0.3,0.7,0.4,0.7,0.42,1.38,LOW,HIGH,HIGH
01-05-2015,117044,29.99,21.69,82,1346.55,28,77,0.34,0.36,0,0,0,0,0,0,235,4464.01,95,220,0.4,0.43,317,5810.56,123,297,0.39,0.41,01-05-2015,0.26,0.74,0.48,0.74,0.41,1.38,LOW,HIGH,HIGH
01-06-2015,117044,29.99,23.14,75,1259.58,24,74,0.32,0.32,0,0,0,0,0,0,268,6597.8,124,250,0.46,0.5,343,7857.38,148,324,0.43,0.46,01-06-2015,0.23,0.77,0.54,0.77,0.46,1.3,HIGH,HIGH,HIGH
01-07-2015,117044,29.99,26.99,26,809.73,11,25,0.42,0.44,0,0,0,0,0,0,63,1799.4,34,58,0.54,0.59,89,2609.13,45,83,0.51,0.54,01-07-2015,0.3,0.7,0.4,0.7,0.54,1.11,LOW,HIGH,HIGH
01-01-2014,125369,8.29,7.55,556,2862.26,246,500,0.44,0.49,3,8.29,1,3,0.33,0.33,2313,1161,1161,2049,0.5,0.57,2872,4031.55,1408,2552,0.49,0.55,01-01-2014,0.2,0.8,0.6,0.8,0.55,1.1,HIGH,HIGH,HIGH
01-02-2014,125369,8.29,7.61,487,2317.55,191,443,0.39,0.43,2,16.58,2,2,1,1,1766,919,919,1608,0.52,0.57,2255,3253.13,1112,2053,0.49,0.54,01-02-2014,0.22,0.78,0.56,0.78,0.54,1.09,HIGH,HIGH,HIGH
01-03-2014,125369,8.29,7.52,496,2777.15,232,457,0.47,0.51,0,0,0,0,0,0,1927,1009,1009,1737,0.52,0.58,2423,3786.15,1241,2194,0.51,0.57,01-03-2014,0.21,0.79,0.58,0.79,0.57,1.1,HIGH,HIGH,HIGH
01-04-2014,125369,8.09,7.58,557,2597.54,252,504,0.45,0.5,0,0,0,0,0,0,1876,982,982,1687,0.52,0.58,2433,3579.54,1234,2191,0.51,0.56,01-04-2014,0.23,0.77,0.54,0.77,0.56,1.07,HIGH,HIGH,HIGH
01-05-2014,125369,6.95,7.02,598,2319.89,253,538,0.42,0.47,1,0,0,1,0,0,1911,984,984,1696,0.51,0.58,2510,3303.89,1237,2235,0.49,0.55,01-05-2014,0.24,0.76,0.52,0.76,0.55,0.99,HIGH,HIGH,LOW
01-06-2014,125369,7.31,7.27,695,2605.51,249,650,0.36,0.38,1,0,0,1,0,0,2056,954,954,1883,0.46,0.51,2752,3559.51,1203,2534,0.44,0.47,01-06-2014,0.26,0.74,0.48,0.74,0.47,1.01,LOW,HIGH,HIGH
01-07-2014,125369,7.31,6.64,526,2894.76,241,488,0.46,0.49,6,0,0,6,0,0,1829,1049,1049,1704,0.57,0.62,2361,3943.76,1290,2198,0.55,0.59,01-07-2014,0.22,0.78,0.56,0.78,0.59,1.1,HIGH,HIGH,HIGH
01-08-2014,125369,7.31,5.16,506,2514.64,256,480,0.51,0.53,0,0,0,0,0,0,1578,897,897,1483,0.57,0.6,2084,3411.64,1153,1963,0.55,0.59,01-08-2014,0.24,0.76,0.52,0.76,0.59,1.42,HIGH,HIGH,HIGH
01-09-2014,125369,7.31,6.42,559,2916.69,278,515,0.5,0.54,1,0,0,1,0,0,1637,936,936,1534,0.57,0.61,2197,3852.69,1214,2050,0.55,0.59,01-09-2014,0.25,0.75,0.5,0.75,0.59,1.14,LOW,HIGH,HIGH
01-10-2014,125369,7.34,5.73,572,2928.77,283,540,0.49,0.52,1,0,0,1,0,0,1671,960,960,1563,0.57,0.61,2244,3888.77,1243,2104,0.55,0.59,01-10-2014,0.26,0.74,0.48,0.74,0.59,1.28,LOW,HIGH,HIGH
01-11-2014,125369,6.39,6.45,486,2185.26,242,452,0.5,0.54,2,0,0,2,0,0,1401,861,861,1314,0.61,0.66,1889,3046.26,1103,1768,0.58,0.62,01-11-2014,0.26,0.74,0.48,0.74,0.62,0.99,LOW,HIGH,LOW
01-12-2014,125369,6.62,6.6,513,2336.98,257,480,0.5,0.54,0,0,0,0,0,0,1542,966,966,1434,0.63,0.67,2055,3302.98,1223,1914,0.6,0.64,01-12-2014,0.25,0.75,0.5,0.75,0.64,1,LOW,HIGH,LOW
01-01-2015,125369,8.09,7.51,636,3506.63,317,593,0.5,0.53,0,0,0,0,0,0,1811,12198.78,1107,1685,0.61,0.66,2447,15705.41,1424,2278,0.58,0.63,01-01-2015,0.26,0.74,0.48,0.74,0.63,1.08,LOW,HIGH,HIGH
01-02-2015,125369,8.79,7.83,477,2768.85,220,448,0.46,0.49,0,0,0,0,0,0,1435,10758.96,864,1360,0.6,0.64,1912,13527.81,1084,1808,0.57,0.6,01-02-2015,0.25,0.75,0.5,0.75,0.6,1.12,HIGH,HIGH,HIGH
01-03-2015,125369,8.79,7.73,551,3050.13,266,525,0.48,0.51,1,0,0,1,0,0,1518,10170.03,876,1429,0.58,0.61,2070,13220.16,1142,1955,0.55,0.58,01-03-2015,0.27,0.73,0.46,0.73,0.58,1.14,LOW,HIGH,HIGH
01-04-2015,125369,8.79,7.26,589,3415.51,270,554,0.46,0.49,0,0,0,0,0,0,1633,11226.98,927,1528,0.57,0.61,2222,14642.49,1197,2082,0.54,0.57,01-04-2015,0.27,0.73,0.46,0.73,0.57,1.21,LOW,HIGH,HIGH
01-05-2015,125369,8.79,7.93,447,2259.03,204,417,0.46,0.49,0,0,0,0,0,0,1409,9387.72,807,1322,0.57,0.61,1856,11646.75,1011,1739,0.54,0.58,01-05-2015,0.24,0.76,0.52,0.76,0.58,1.11,HIGH,HIGH,HIGH
01-06-2015,125369,8.79,7.6,514,2733.69,249,481,0.48,0.52,0,0,0,0,0,0,1679,12376.32,1008,1585,0.6,0.64,2193,15110.01,1257,2066,0.57,0.61,01-06-2015,0.23,0.77,0.54,0.77,0.61,1.16,HIGH,HIGH,HIGH
01-07-2015,125369,8.79,8.79,135,879,68,126,0.5,0.54,0,0,0,0,0,0,465,3181.98,262,429,0.56,0.61,600,4060.98,330,555,0.55,0.59,01-07-2015,0.23,0.77,0.54,0.77,0.59,1,HIGH,HIGH,LOW
01-01-2014,196147,6.79,9.2,182,1098.44,42,166,0.23,0.25,0,0,0,0,0,0,544,5773.49,217,497,0.4,0.44,726,6871.93,259,663,0.36,0.39,01-01-2014,0.25,0.75,0.5,0.75,0.39,0.74,LOW,LOW,MID
01-02-2014,196147,8.15,8.44,130,960.26,33,126,0.25,0.26,0,0,0,0,0,0,351,4704.73,146,333,0.42,0.44,481,5664.99,179,459,0.37,0.39,01-02-2014,0.27,0.73,0.46,0.73,0.39,0.97,LOW,LOW,LOW
01-03-2014,196147,8.49,8.55,147,738.63,25,140,0.17,0.18,0,0,0,0,0,0,433,5807.16,171,416,0.39,0.41,580,6545.79,196,556,0.34,0.35,01-03-2014,0.25,0.75,0.5,0.75,0.35,0.99,LOW,LOW,LOW
01-04-2014,196147,8.49,9.61,176,1332.93,42,166,0.24,0.25,2,0,0,2,0,0,470,6511.83,185,443,0.39,0.42,648,7844.76,227,611,0.35,0.37,01-04-2014,0.27,0.73,0.46,0.73,0.37,0.88,LOW,LOW,MID
01-05-2014,196147,7.33,7.44,159,1027.13,35,155,0.22,0.23,0,0,0,0,0,0,462,5223.76,186,425,0.4,0.44,621,6250.89,221,580,0.36,0.38,01-05-2014,0.27,0.73,0.46,0.73,0.38,0.99,LOW,LOW,LOW
01-06-2014,196147,6.79,6.79,152,1371.58,45,147,0.3,0.31,0,0,0,0,0,0,426,5730.76,191,405,0.45,0.47,578,7102.34,236,552,0.41,0.43,01-06-2014,0.27,0.73,0.46,0.73,0.43,1,LOW,HIGH,LOW
01-07-2014,196147,6.79,6.79,162,1677.13,57,157,0.35,0.36,0,0,0,0,0,0,508,6660.99,224,481,0.44,0.47,670,8338.12,281,638,0.42,0.44,01-07-2014,0.25,0.75,0.5,0.75,0.44,1,HIGH,HIGH,LOW
01-08-2014,196147,6.79,6.79,187,1459.85,53,171,0.28,0.31,0,0,0,0,0,0,442,5880.14,211,413,0.48,0.51,629,7339.99,264,584,0.42,0.45,01-08-2014,0.29,0.71,0.42,0.71,0.45,1,LOW,HIGH,LOW
01-09-2014,196147,6.77,6.75,182,1477.31,50,171,0.27,0.29,0,0,0,0,0,0,464,5490.08,204,434,0.44,0.47,646,6967.39,254,605,0.39,0.42,01-09-2014,0.28,0.72,0.44,0.72,0.42,1,LOW,HIGH,LOW
01-10-2014,196147,6.82,6.64,175,1612.33,57,166,0.33,0.34,0,0,0,0,0,0,513,6385.36,217,481,0.42,0.45,688,7997.69,274,647,0.4,0.42,01-10-2014,0.26,0.74,0.48,0.74,0.42,1.03,LOW,HIGH,HIGH
01-11-2014,196147,7.45,6.73,152,1162.44,44,147,0.29,0.3,0,0,0,0,0,0,331,4255.29,150,317,0.45,0.47,483,5417.73,194,464,0.4,0.42,01-11-2014,0.32,0.68,0.36,0.68,0.42,1.11,LOW,HIGH,HIGH
01-12-2014,196147,7.44,6.68,129,1027.22,30,124,0.23,0.24,0,0,0,0,0,0,341,4892.84,153,325,0.45,0.47,470,5920.06,183,449,0.39,0.41,01-12-2014,0.28,0.72,0.44,0.72,0.41,1.11,LOW,HIGH,HIGH
01-01-2015,196147,8.2,6.69,172,1079.06,44,163,0.26,0.27,1,87.9,1,1,1,1,407,5251.07,175,390,0.43,0.45,580,6418.03,220,554,0.38,0.4,01-01-2015,0.3,0.7,0.4,0.7,0.4,1.22,LOW,LOW,HIGH
01-02-2015,196147,8.79,5.79,163,1626.15,45,157,0.28,0.29,0,0,0,0,0,0,334,4781.76,141,319,0.42,0.44,497,6407.91,186,476,0.37,0.39,01-02-2015,0.33,0.67,0.34,0.67,0.39,1.52,LOW,LOW,HIGH
01-03-2015,196147,8.79,4,178,1221.81,39,171,0.22,0.23,1,0,0,1,0,0,385,5238.84,162,359,0.42,0.45,564,6460.65,201,531,0.36,0.38,01-03-2015,0.32,0.68,0.36,0.68,0.38,2.2,LOW,LOW,HIGH
01-04-2015,196147,8.79,5.59,198,1863.47,52,188,0.26,0.28,1,87.9,1,1,1,1,411,5150.94,150,395,0.36,0.38,610,7102.31,203,584,0.33,0.35,01-04-2015,0.32,0.68,0.36,0.68,0.35,1.57,LOW,LOW,HIGH
01-05-2015,196147,8.79,3.99,114,905.37,29,108,0.25,0.27,0,0,0,0,0,0,342,5616.81,158,326,0.46,0.48,456,6522.18,187,434,0.41,0.43,01-05-2015,0.25,0.75,0.5,0.75,0.43,2.2,HIGH,HIGH,HIGH
01-06-2015,196147,8.79,4.43,149,1670.1,55,145,0.37,0.38,0,0,0,0,0,0,408,6372.75,189,377,0.46,0.5,557,8042.85,244,522,0.44,0.47,01-06-2015,0.28,0.72,0.44,0.72,0.47,1.99,LOW,HIGH,HIGH
01-07-2015,196147,8.79,3.99,51,597.72,18,46,0.35,0.39,0,0,0,0,0,0,114,2030.49,56,108,0.49,0.52,165,2628.21,74,154,0.45,0.48,01-07-2015,0.3,0.7,0.4,0.7,0.48,2.2,LOW,HIGH,HIGH
01-01-2014,202184,18.99,16.76,690,8092.09,329,631,0.48,0.52,0,0,0,0,0,0,2850,38045.22,1603,2621,0.56,0.61,3540,46137.31,1932,3252,0.55,0.59,01-01-2014,0.19,0.81,0.62,0.81,0.59,1.13,HIGH,HIGH,HIGH
01-02-2014,202184,18.99,18.1,525,5190.91,218,485,0.42,0.45,2,18.99,1,2,0.5,0.5,2331,29065.58,1222,2119,0.52,0.58,2858,34275.48,1441,2606,0.5,0.55,01-02-2014,0.19,0.81,0.62,0.81,0.55,1.05,HIGH,HIGH,HIGH
01-03-2014,202184,13.87,13.56,1245,10791.98,599,1137,0.48,0.53,3,13.69,1,2,0.33,0.5,4382,42131.48,2404,3991,0.55,0.6,5630,52937.15,3004,5130,0.53,0.59,01-03-2014,0.22,0.78,0.56,0.78,0.59,1.02,HIGH,HIGH,HIGH
01-04-2014,202184,13.19,13.41,1517,12336.97,751,1369,0.5,0.55,0,0,0,0,0,0,5122,46914.61,2767,4683,0.54,0.59,6639,59251.58,3518,6052,0.53,0.58,01-04-2014,0.23,0.77,0.54,0.77,0.58,0.98,HIGH,HIGH,LOW
01-05-2014,202184,13.01,12.58,1555,12901.4,742,1413,0.48,0.53,1,24.18,1,1,1,1,5115,45598.61,2734,4669,0.53,0.59,6671,58524.19,3477,6083,0.52,0.57,01-05-2014,0.23,0.77,0.54,0.77,0.57,1.03,HIGH,HIGH,HIGH
01-06-2014,202184,11.72,11.25,2704,14009.27,889,2556,0.33,0.35,6,47.26,3,6,0.5,0.5,7878,50145.11,3214,7352,0.41,0.44,10588,64201.64,4106,9914,0.39,0.41,01-06-2014,0.26,0.74,0.48,0.74,0.41,1.04,LOW,HIGH,HIGH
01-07-2014,202184,12.09,11.97,1685,14181.57,889,1573,0.53,0.57,1,12.09,1,1,1,1,6030,57281.21,3580,5666,0.59,0.63,7716,71474.87,4470,7240,0.58,0.62,01-07-2014,0.22,0.78,0.56,0.78,0.62,1.01,HIGH,HIGH,HIGH
01-08-2014,202184,12.09,12.09,1974,15862.08,991,1851,0.5,0.54,3,12.09,1,3,0.33,0.33,5700,52990.47,3291,5377,0.58,0.61,7677,68864.64,4283,7231,0.56,0.59,01-08-2014,0.26,0.74,0.48,0.74,0.59,1,LOW,HIGH,LOW
01-09-2014,202184,12.09,11.97,1835,15824.6,951,1733,0.52,0.55,1,0,0,1,0,0,5168,47259.81,2986,4815,0.58,0.62,7004,63084.41,3937,6549,0.56,0.6,01-09-2014,0.26,0.74,0.48,0.74,0.6,1.01,LOW,HIGH,HIGH
01-10-2014,202184,12.09,12.04,1345,11848.2,744,1269,0.55,0.59,0,0,0,0,0,0,4316,40259.7,2558,4009,0.59,0.64,5661,52107.9,3302,5278,0.58,0.63,01-10-2014,0.24,0.76,0.52,0.76,0.63,1,HIGH,HIGH,LOW
01-11-2014,202184,12.09,12.09,905,8100.3,504,848,0.56,0.59,3,0,0,3,0,0,2958,28169.7,1779,2780,0.6,0.64,3866,36270,2283,3631,0.59,0.63,01-11-2014,0.23,0.77,0.54,0.77,0.63,1,HIGH,HIGH,LOW
01-12-2014,202184,13.3,12.72,868,8806.74,515,823,0.59,0.63,0,0,0,0,0,0,2949,32969.61,1849,2776,0.63,0.67,3817,41776.35,2364,3599,0.62,0.66,01-12-2014,0.23,0.77,0.54,0.77,0.66,1.05,HIGH,HIGH,HIGH
01-01-2015,202184,13.49,12.93,1715,15812.28,927,1604,0.54,0.58,4,12.99,1,4,0.25,0.25,5103,54229.01,3138,4780,0.61,0.66,6822,70054.28,4066,6388,0.6,0.64,01-01-2015,0.25,0.75,0.5,0.75,0.64,1.04,LOW,HIGH,HIGH
01-02-2015,202184,13.99,13.99,1432,13332.47,755,1333,0.53,0.57,3,55.96,2,3,0.67,0.67,4219,45255.75,2577,3939,0.61,0.65,5654,58644.18,3334,5275,0.59,0.63,01-02-2015,0.25,0.75,0.5,0.75,0.63,1,LOW,HIGH,LOW
01-03-2015,202184,13.99,13.64,1969,17753.31,1012,1842,0.51,0.55,3,0,0,3,0,0,5386,57442.94,3216,5047,0.6,0.64,7358,75196.25,4228,6892,0.57,0.61,01-03-2015,0.27,0.73,0.46,0.73,0.61,1.03,LOW,HIGH,HIGH
01-04-2015,202184,13.99,13.65,1968,17140.52,958,1837,0.49,0.52,0,0,0,0,0,0,5634,58504.96,3284,5263,0.58,0.62,7602,75645.48,4242,7100,0.56,0.6,01-04-2015,0.26,0.74,0.48,0.74,0.6,1.02,LOW,HIGH,HIGH
01-05-2015,202184,16.03,13.48,1071,10235.02,524,1009,0.49,0.52,3,31.28,2,3,0.67,0.67,3580,40631.02,2072,3375,0.58,0.61,4654,50897.32,2598,4387,0.56,0.59,01-05-2015,0.23,0.77,0.54,0.77,0.59,1.19,HIGH,HIGH,HIGH
01-06-2015,202184,17.29,13.88,921,10304.84,463,878,0.5,0.53,0,0,0,0,0,0,2833,37130.32,1668,2661,0.59,0.63,3754,47435.16,2131,3539,0.57,0.6,01-06-2015,0.25,0.75,0.5,0.75,0.6,1.25,HIGH,HIGH,HIGH
01-07-2015,202184,17.29,16.64,287,3181.36,146,274,0.51,0.53,1,0,0,1,0,0,891,11376.82,519,846,0.58,0.61,1179,14558.18,665,1121,0.56,0.59,01-07-2015,0.25,0.75,0.5,0.75,0.59,1.04,HIGH,HIGH,HIGH
01-01-2014,205112,14.99,14.97,485,2244.6,125,455,0.26,0.27,7,14.99,1,7,0.14,0.14,1506,600,600,1366,0.4,0.44,1998,2859.59,726,1828,0.36,0.4,01-01-2014,0.25,0.75,0.5,0.75,0.4,1,LOW,LOW,LOW
01-02-2014,205112,13.99,14.99,732,3710.65,186,682,0.25,0.27,2,0,0,2,0,0,1706,632,632,1562,0.37,0.4,2440,4342.65,818,2246,0.34,0.36,01-02-2014,0.3,0.7,0.4,0.7,0.36,0.93,LOW,LOW,LOW
01-03-2014,205112,15.37,14.99,727,3216.89,159,680,0.22,0.23,3,0,0,3,0,0,1619,636,636,1477,0.39,0.43,2349,3852.89,795,2160,0.34,0.37,01-03-2014,0.32,0.68,0.36,0.68,0.37,1.03,LOW,LOW,HIGH
01-04-2014,205112,19.49,14.97,739,3508.2,140,702,0.19,0.2,1,0,0,1,0,0,1321,530,530,1226,0.4,0.43,2061,4038.2,670,1929,0.33,0.35,01-04-2014,0.36,0.64,0.28,0.64,0.35,1.3,LOW,LOW,HIGH
01-05-2014,205112,20.3,14.89,725,3567.35,147,694,0.2,0.21,2,0,0,2,0,0,1353,466,466,1250,0.34,0.37,2080,4033.35,613,1946,0.29,0.32,01-05-2014,0.36,0.64,0.28,0.64,0.32,1.36,LOW,LOW,HIGH
01-06-2014,205112,20.26,14.89,714,3409.43,141,689,0.2,0.2,2,19.49,1,2,0.5,0.5,1348,439,439,1270,0.33,0.35,2064,3867.92,581,1961,0.28,0.3,01-06-2014,0.35,0.65,0.3,0.65,0.3,1.36,LOW,LOW,HIGH
01-07-2014,205112,19.49,14.89,596,3686.63,158,564,0.27,0.28,2,38.98,2,2,1,1,1435,553,553,1356,0.39,0.41,2033,4278.61,713,1922,0.35,0.37,01-07-2014,0.29,0.71,0.42,0.71,0.37,1.31,LOW,LOW,HIGH
01-08-2014,205112,19.49,14.85,642,4708.11,193,612,0.3,0.32,1,0,0,1,0,0,1174,446,446,1102,0.38,0.4,1817,5154.11,639,1715,0.35,0.37,01-08-2014,0.36,0.64,0.28,0.64,0.37,1.31,LOW,LOW,HIGH
01-09-2014,205112,19.49,14.68,642,4408.76,186,617,0.29,0.3,2,0,0,2,0,0,1250,505,505,1183,0.4,0.43,1894,4913.76,691,1802,0.36,0.38,01-09-2014,0.34,0.66,0.32,0.66,0.38,1.33,LOW,LOW,HIGH
01-10-2014,205112,14.4,14.12,985,5828.19,283,937,0.29,0.3,19,31.28,2,18,0.11,0.11,2687,895,895,2508,0.33,0.36,3691,6754.47,1180,3463,0.32,0.34,01-10-2014,0.28,0.72,0.44,0.72,0.34,1.02,LOW,LOW,HIGH
01-11-2014,205112,14.78,14.08,639,3223.59,170,601,0.27,0.28,6,13.19,1,6,0.17,0.17,1174,503,503,1112,0.43,0.45,1819,3739.78,674,1719,0.37,0.39,01-11-2014,0.35,0.65,0.3,0.65,0.39,1.05,LOW,LOW,HIGH
01-12-2014,205112,16.81,14.53,649,3514.29,174,615,0.27,0.28,1,0,0,1,0,0,1198,531,531,1136,0.44,0.47,1848,4045.29,705,1752,0.38,0.4,01-12-2014,0.35,0.65,0.3,0.65,0.4,1.16,LOW,HIGH,HIGH
01-01-2015,205112,18.13,13.94,864,3719.03,180,832,0.21,0.22,1,207.98,1,1,1,1,1569,12683.9,597,1505,0.38,0.4,2434,16610.91,778,2338,0.32,0.33,01-01-2015,0.36,0.64,0.28,0.64,0.33,1.3,LOW,LOW,HIGH
01-02-2015,205112,17.49,13.98,663,3388.08,165,640,0.25,0.26,1,103.99,1,1,1,1,1179,10321.45,480,1115,0.41,0.43,1843,13813.52,646,1756,0.35,0.37,01-02-2015,0.37,0.63,0.26,0.63,0.37,1.25,LOW,LOW,HIGH
01-03-2015,205112,19.49,14.88,856,3605.65,165,834,0.19,0.2,0,0,0,0,0,0,1261,11694,516,1200,0.41,0.43,2117,15299.65,681,2034,0.32,0.33,01-03-2015,0.41,0.59,0.18,0.59,0.33,1.31,MID,LOW,HIGH
01-04-2015,205112,13.53,13.01,1012,5068.73,255,968,0.25,0.26,0,0,0,0,0,0,1948,14101.26,730,1830,0.37,0.4,2960,19169.99,985,2798,0.33,0.35,01-04-2015,0.35,0.65,0.3,0.65,0.35,1.04,LOW,LOW,HIGH
01-05-2015,205112,19.16,14.66,420,2323.99,108,406,0.26,0.27,0,0,0,0,0,0,1030,9953.83,417,979,0.4,0.43,1450,12277.82,525,1385,0.36,0.38,01-05-2015,0.29,0.71,0.42,0.71,0.38,1.31,LOW,LOW,HIGH
01-06-2015,205112,19.49,14.88,558,3449.73,156,532,0.28,0.29,0,0,0,0,0,0,1114,10797.46,460,1053,0.41,0.44,1672,14247.19,616,1585,0.37,0.39,01-06-2015,0.34,0.66,0.32,0.66,0.39,1.31,LOW,LOW,HIGH
01-07-2015,205112,17.14,14.88,177,974.5,40,166,0.23,0.24,0,0,0,0,0,0,396,3742.08,165,375,0.42,0.44,573,4716.58,205,541,0.36,0.38,01-07-2015,0.31,0.69,0.38,0.69,0.38,1.15,LOW,LOW,HIGH
01-01-2014,205138,19.49,16.99,369,1873.14,83,342,0.22,0.24,0,0,0,0,0,0,982,389,389,900,0.4,0.43,1351,2262.14,472,1242,0.35,0.38,01-01-2014,0.28,0.72,0.44,0.72,0.38,1.15,LOW,LOW,HIGH
01-02-2014,205138,13.99,16.99,375,1705.32,92,357,0.25,0.26,2,0,0,2,0,0,887,348,348,818,0.39,0.43,1264,2053.32,440,1177,0.35,0.37,01-02-2014,0.31,0.69,0.38,0.69,0.37,0.82,LOW,LOW,MID
01-03-2014,205138,17.2,16.99,375,1821.45,82,351,0.22,0.23,1,0,0,1,0,0,701,305,305,645,0.44,0.47,1077,2126.45,387,997,0.36,0.39,01-03-2014,0.35,0.65,0.3,0.65,0.39,1.01,LOW,LOW,HIGH
01-04-2014,205138,16.99,16.99,342,1478.13,73,320,0.21,0.23,0,0,0,0,0,0,644,263,263,591,0.41,0.45,986,1741.13,336,911,0.34,0.37,01-04-2014,0.35,0.65,0.3,0.65,0.37,1,LOW,LOW,LOW
01-05-2014,205138,18.9,16.98,367,1769.61,83,354,0.23,0.23,0,0,0,0,0,0,712,225,225,669,0.32,0.34,1079,1994.61,308,1023,0.29,0.3,01-05-2014,0.35,0.65,0.3,0.65,0.3,1.11,LOW,LOW,HIGH
01-06-2014,205138,19.77,15.87,404,1821.49,79,390,0.2,0.2,0,0,0,0,0,0,802,255,255,751,0.32,0.34,1206,2076.49,334,1141,0.28,0.29,01-06-2014,0.34,0.66,0.32,0.66,0.29,1.25,LOW,LOW,HIGH
01-07-2014,205138,19.49,14.88,263,1499.24,68,247,0.26,0.28,2,19.49,1,2,0.5,0.5,586,260,260,555,0.44,0.47,851,1778.73,329,804,0.39,0.41,01-07-2014,0.31,0.69,0.38,0.69,0.41,1.31,LOW,HIGH,HIGH
01-08-2014,205138,19.49,14.8,295,1832.57,76,290,0.26,0.26,0,0,0,0,0,0,494,214,214,473,0.43,0.45,789,2046.57,290,763,0.37,0.38,01-08-2014,0.38,0.62,0.24,0.62,0.38,1.32,LOW,LOW,HIGH
01-09-2014,205138,19.49,14.68,283,2129.92,88,267,0.31,0.33,1,0,0,1,0,0,557,242,242,533,0.43,0.45,841,2371.92,330,801,0.39,0.41,01-09-2014,0.33,0.67,0.34,0.67,0.41,1.33,LOW,HIGH,HIGH
01-10-2014,205138,14.4,14.17,386,2196.82,114,368,0.3,0.31,5,0,0,5,0,0,807,363,363,759,0.45,0.48,1198,2559.82,477,1132,0.4,0.42,01-10-2014,0.33,0.67,0.34,0.67,0.42,1.02,LOW,HIGH,HIGH
01-11-2014,205138,14.02,12.98,294,1520.85,90,284,0.31,0.32,0,0,0,0,0,0,541,249,249,520,0.46,0.48,835,1769.85,339,804,0.41,0.42,01-11-2014,0.35,0.65,0.3,0.65,0.42,1.08,LOW,HIGH,HIGH
01-12-2014,205138,16.45,12.77,315,1654.62,85,299,0.27,0.28,0,0,0,0,0,0,594,281,281,563,0.47,0.5,909,1935.62,366,862,0.4,0.42,01-12-2014,0.35,0.65,0.3,0.65,0.42,1.29,LOW,HIGH,HIGH
01-01-2015,205138,18.13,16.8,383,3074.76,121,358,0.32,0.34,0,0,0,0,0,0,713,7534.69,328,664,0.46,0.49,1096,10609.45,449,1022,0.41,0.44,01-01-2015,0.35,0.65,0.3,0.65,0.44,1.08,LOW,HIGH,HIGH
01-02-2015,205138,17.49,14.58,323,2377.62,99,316,0.31,0.31,0,0,0,0,0,0,589,5551.27,250,562,0.42,0.44,912,7928.89,349,878,0.38,0.4,01-02-2015,0.36,0.64,0.28,0.64,0.4,1.2,LOW,LOW,HIGH
01-03-2015,205138,19.49,14.88,328,1832.06,73,315,0.22,0.23,1,0,0,1,0,0,529,4930.97,216,494,0.41,0.44,858,6763.03,289,810,0.34,0.36,01-03-2015,0.39,0.61,0.22,0.61,0.36,1.31,LOW,LOW,HIGH
01-04-2015,205138,13.53,12.99,411,1994.48,109,397,0.27,0.27,0,0,0,0,0,0,851,6883.23,341,808,0.4,0.42,1262,8877.71,450,1205,0.36,0.37,01-04-2015,0.33,0.67,0.34,0.67,0.37,1.04,LOW,LOW,HIGH
01-05-2015,205138,19.16,14.29,209,1338.23,63,202,0.3,0.31,0,0,0,0,0,0,451,5363.99,210,436,0.47,0.48,660,6702.22,273,638,0.41,0.43,01-05-2015,0.32,0.68,0.36,0.68,0.43,1.34,LOW,HIGH,HIGH
01-06-2015,205138,19.49,15,236,1598.18,69,230,0.29,0.3,0,0,0,0,0,0,441,5008.93,205,422,0.46,0.49,677,6607.11,274,652,0.4,0.42,01-06-2015,0.35,0.65,0.3,0.65,0.42,1.3,LOW,HIGH,HIGH
01-07-2015,205138,19.49,14.89,76,565.21,27,70,0.36,0.39,0,0,0,0,0,0,120,1188.89,54,112,0.45,0.48,196,1754.1,81,182,0.41,0.45,01-07-2015,0.38,0.62,0.24,0.62,0.45,1.31,LOW,HIGH,HIGH
01-01-2014,205146,19.49,14.82,239,1772.99,75,229,0.31,0.33,1,0,0,1,0,0,863,361,361,788,0.42,0.46,1103,2133.99,436,1018,0.4,0.43,01-01-2014,0.23,0.77,0.54,0.77,0.43,1.32,HIGH,HIGH,HIGH
